device,motif_number,power,window_size
Microwave,1,"[1104.9285714285713, 1100.4714285714285, 1088.5428571428572, 1087.7571428571428, 1088.9, 1088.557142857143, 1085.8999999999999, 1087.5285714285715, 1087.4142857142856, 1086.542857142857, 1084.8857142857144, 1087.9714285714285, 1090.4, 1088.857142857143, 1086.8999999999999, 763.25, 43.628571428571426, 37.6, 26.857142857142858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",120
Microwave,2,"[1102.9857142857143, 1106.185714285714, 1105.9571428571428, 1103.1, 626.6571428571427, 44.81428571428571, 44.825, 44.675, 44.84285714285714, 44.775, 44.699999999999996, 44.74285714285714, 44.75, 44.725, 44.81428571428571, 44.81428571428571, 109.9125, 255.84285714285716, 1070.9142857142856, 1109.5, 1108.357142857143, 1107.6333333333334, 1105.1000000000001, 1101.5, 1103.4428571428573, 1106.0714285714287, 1104.9285714285713, 1104.1285714285716, 1104.5857142857144, 1106.4333333333332, 1106.9857142857143, 1104.9285714285713, 1105.3666666666666, 1105.6333333333334, 684.5428571428572, 44.8375, 44.9375, 44.871428571428574, 44.84285714285714, 44.8625, 44.85, 44.9125, 44.92857142857143, 45.0, 44.86666666666667, 44.9875, 127.38571428571429, 308.8875, 1110.8500000000001, 1112.0142857142857, 1109.3666666666666, 1104.9285714285713, 1103.4428571428573, 1104.2428571428572, 1105.1571428571428, 1102.3, 1103.2142857142858, 1105.8428571428572, 1104.0142857142857, 1101.8428571428572, 1103.6714285714286, 1106.4142857142856, 1106.5666666666666, 1104.2428571428572, 671.8285714285714, 44.9375, 44.87142857142857, 44.75, 44.857142857142854, 44.885714285714286, 44.775, 44.9375, 44.9, 44.800000000000004, 44.699999999999996, 44.76666666666667, 118.05714285714285, 243.47142857142856, 1025.9428571428573, 1104.7, 1102.7571428571428, 1102.4333333333332, 1100.5857142857144, 1098.9857142857143, 1100.8600000000001, 1104.7, 1104.1285714285716, 1101.0428571428572, 1101.5, 1102.3, 1101.8428571428572, 1100.4333333333334, 1101.2714285714285, 1103.4428571428573, 663.1142857142858, 44.875, 44.9, 44.857142857142854, 44.824999999999996, 44.94285714285714, 44.9125, 44.81428571428571, 44.875, 44.94285714285714, 44.82857142857143, 44.8375, 132.68571428571428, 280.9, 1101.4714285714285, 1106.757142857143, 1103.7, 1099.1, 1097.0428571428572, 1099.1000000000001, 1099.5, 1097.0428571428572, 1098.9666666666667, 1100.7, 1099.1, 1097.8428571428572]",120
Microwave,3,"[1123.6714285714286, 1117.6857142857143, 1116.0, 1114.142857142857, 1111.4428571428573, 1113.4285714285713, 1117.55, 1116.5857142857144, 1113.4428571428573, 1112.357142857143, 1113.7333333333333, 1114.6285714285716, 1112.4857142857143, 1112.5833333333333, 1114.4, 1113.2142857142858, 302.775, 44.971428571428575, 44.95, 44.84285714285714, 44.871428571428574, 44.7875, 45.0, 44.94285714285714, 44.87142857142857, 44.9125, 44.971428571428575, 44.9375, 200.42857142857142, 674.6285714285714, 1121.0857142857144, 1115.0666666666666, 1111.3833333333334, 1109.5, 1109.5, 1110.3, 1108.4714285714285, 1108.7, 1110.9857142857143, 1109.3666666666666, 1107.2142857142858, 1109.1571428571428, 1111.3666666666666, 1110.4599999999998, 1107.5, 1108.0333333333333, 250.21428571428572, 44.9875, 44.857142857142854, 44.84285714285714, 44.825, 44.75, 44.771428571428565, 44.75714285714286, 44.81666666666666, 44.957142857142856, 44.93333333333334, 44.8, 170.44, 433.6, 1116.225, 1109.7, 1108.5, 1106.8333333333333, 1104.06, 1105.5, 1108.5, 1106.46, 1103.7, 1103.9, 1105.1, 1106.5666666666666, 1105.1, 1105.5, 1106.9666666666665, 1105.7285714285715, 276.025, 45.0, 44.885714285714286, 44.8875, 44.771428571428565, 44.771428571428565, 44.825, 44.75714285714286, 44.65, 44.65714285714286, 44.62857142857143, 47.25714285714286, 215.1875, 830.1714285714286, 1109.742857142857, 1105.5, 1101.7285714285715, 1099.9, 1101.9571428571428, 1102.185714285714, 1099.8, 1099.5, 1101.2714285714285, 1099.9, 1096.9666666666665, 1097.8428571428572, 1100.814285714286, 1100.5666666666668, 1098.9857142857143, 1099.4428571428573, 168.5142857142857, 44.825, 44.75714285714286, 44.714285714285715, 44.84285714285714, 44.714285714285715, 44.714285714285715, 44.68571428571429, 44.728571428571435, 44.84285714285714, 44.7375, 44.642857142857146, 169.67142857142858, 566.1875]",120
Microwave,4,"[1208.1833333333334, 1252.8666666666668, 1249.0571428571427, 1247.3666666666668, 1250.4666666666665, 1250.3, 1245.8428571428572, 1242.2666666666667, 1244.2, 1246.2, 1244.8428571428572, 1243.7, 1244.5333333333335, 1242.1333333333332, 1237.6, 1237.9333333333332, 1242.3, 1244.5571428571427, 1240.0, 1236.4333333333332, 1237.4571428571428, 418.63333333333327, 43.957142857142856, 43.871428571428574, 43.84285714285714, 43.9, 43.84285714285714, 43.85, 113.975, 437.9857142857143, 1244.6833333333334, 1234.4571428571428, 1234.4333333333332, 1235.6, 1233.7666666666667, 1233.1, 1234.3142857142855, 1232.2666666666667, 1229.2666666666667, 1228.7666666666667, 1233.742857142857, 1236.1, 1232.2666666666667, 1228.2666666666667, 1230.1, 1232.4333333333332, 1230.4571428571428, 1228.9333333333332, 1230.7666666666667, 1229.9333333333332, 1226.4333333333332, 474.19999999999993, 44.01428571428572, 44.03333333333333, 44.05714285714286, 44.028571428571425, 44.2, 44.13333333333333, 124.14285714285714, 335.64285714285717, 1237.1, 1229.2, 1223.2, 1221.5571428571427, 1222.5333333333335, 1223.4142857142856, 1219.7333333333333, 1218.6333333333332, 1220.0333333333335, 1220.3666666666668, 1217.3333333333333, 1216.4285714285713, 1219.55, 1218.4666666666665, 1217.3, 1216.8, 1217.6571428571428, 1217.8, 1214.5666666666668, 1213.2333333333333, 1212.3857142857144, 408.06666666666666, 44.028571428571425, 44.1, 44.1, 44.15714285714286, 44.0, 44.07142857142857, 95.75, 398.7142857142857, 1216.7, 1208.4666666666665, 1207.6499999999999, 1207.3500000000001, 1204.95, 1204.8, 1204.8714285714286, 1205.1333333333332, 1202.75, 1201.0714285714287, 1203.0666666666668, 1203.0666666666668, 1201.3166666666666, 1200.5, 1201.5, 1200.8333333333333, 1198.7714285714285, 1197.7, 1198.6, 1198.45, 1196.0, 380.1666666666667, 44.0125, 43.86666666666667, 43.92857142857143, 44.01666666666667, 43.98571428571428, 43.971428571428575, 65.78571428571429, 211.4857142857143]",120
Microwave,5,"[775.3857142857142, 1106.3, 1103.5, 1103.1, 1099.3666666666666, 1096.814285714286, 1098.0333333333333, 1101.1000000000001, 1100.4714285714285, 1097.6142857142856, 1098.8714285714284, 1100.7, 1100.242857142857, 1098.4142857142856, 1099.6714285714286, 1100.7, 774.9833333333332, 45.028571428571425, 44.775, 44.875, 44.775, 44.8125, 44.67142857142857, 44.65714285714286, 44.6875, 44.6875, 44.75714285714286, 44.775, 99.11428571428571, 223.24285714285716, 950.2142857142857, 1104.9285714285713, 1100.4714285714285, 1088.5428571428572, 1087.7571428571428, 1088.9, 1088.557142857143, 1085.8999999999999, 1087.5285714285715, 1087.4142857142856, 1086.542857142857, 1084.8857142857144, 1087.9714285714285, 1090.4, 1088.857142857143, 1086.8999999999999, 763.25, 43.628571428571426, 37.6, 26.857142857142858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",120
Hair_straightener,1,"[237.5, 193.2125, 165.82857142857142, 148.92857142857142, 138.3125, 130.8, 124.825, 120.07142857142857, 116.34285714285714, 113.1875, 110.275, 107.75714285714285, 105.61428571428571, 103.4875, 101.54285714285713, 99.725, 98.29999999999998, 96.75714285714285, 95.4125, 94.05, 92.97142857142856, 91.775, 90.62857142857142, 89.60000000000001, 88.4875, 87.47142857142856, 86.5, 85.62857142857142, 84.82857142857142, 83.97142857142856, 83.11428571428571, 82.45, 81.61428571428571, 80.81428571428572, 80.3, 79.45714285714287, 78.68571428571428, 78.1, 77.41428571428571, 76.75714285714285, 76.3125, 75.68571428571428, 74.89999999999999, 74.35, 73.75714285714285, 73.2375, 72.74285714285715, 72.10000000000001, 71.4875, 71.05714285714286, 70.71428571428571, 70.25, 69.65714285714286, 69.15714285714286, 68.75714285714285, 68.37142857142858, 67.9125, 67.52857142857142, 67.21428571428571, 66.77142857142857, 66.3875, 65.9, 65.51428571428572, 65.1875, 64.83333333333333, 62.08571428571429, 32.2125, 1.4, 1.4, 1.4, 1.4, 1.4, 0.8857142857142856, 0.2, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.20000000000000004, 0.20000000000000004, 0.2, 587.1, 73.5, 73.5, 73.5, 73.5, 73.5, 0.20000000000000004, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",120
Hair_straightener,2,"[232.54285714285714, 193.11428571428573, 167.8125, 150.3857142857143, 138.95, 131.13333333333333, 126.075, 121.35714285714286, 117.5, 114.37142857142855, 111.34285714285714, 108.75, 106.87142857142858, 104.4125, 102.61428571428571, 100.78571428571429, 99.225, 97.7, 96.51428571428572, 95.05, 93.89999999999999, 92.575, 91.60000000000001, 90.4875, 89.54285714285713, 88.425, 87.375, 86.54285714285713, 85.52499999999999, 84.62857142857142, 83.95714285714287, 83.125, 82.35714285714286, 81.575, 80.8, 80.18333333333334, 79.3875, 78.64285714285714, 78.02857142857144, 77.41428571428571, 76.75714285714285, 76.225, 75.58571428571429, 74.925, 74.25714285714285, 73.81428571428572, 73.14285714285714, 72.71428571428571, 72.2875, 71.5625, 71.15714285714286, 70.4875, 70.22857142857143, 69.6, 69.32857142857142, 46.0625, 32.6, 32.6, 32.6, 32.6, 24.5, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.21428571428571427, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.2375, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.20000000000000004, 531.7142857142857, 95.5, 95.5, 95.5, 41.1, 0.3, 0.3, 0.3, 0.3, 0.3, 0.2571428571428572, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",120
Hair_straightener,3,"[122.8, 122.8, 122.8, 105.27142857142857, 0.10000000000000002, 0.10000000000000002, 0.1, 0.1, 0.10000000000000002, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 905.8666666666667, 476.95, 248.8, 202.05, 168.06666666666666, 145.6, 135.7, 128.85000000000002, 124.46666666666665, 120.6, 118.35, 116.2, 114.3, 111.13333333333333, 107.85, 106.25, 104.45, 102.2, 100.1, 98.65, 97.35, 96.0, 94.46666666666665, 92.9, 92.0, 90.9, 89.94999999999999, 88.66666666666667, 87.65, 86.7, 86.05, 84.8, 83.85, 83.25, 82.15, 81.55000000000001, 80.76666666666667, 80.1, 79.15, 78.75, 77.96666666666667, 77.25, 76.9, 76.05, 75.55000000000001, 74.93333333333334, 74.19999999999999, 73.85, 73.15, 72.73333333333333, 72.15, 71.55000000000001, 71.4, 70.76666666666667, 70.25, 69.7, 69.3, 68.9, 68.53333333333333, 67.95, 68.05, 67.4, 67.1, 66.43333333333334, 66.85, 65.95, 65.75, 65.26666666666667, 30.6, 30.6, 30.6, 30.6, 30.600000000000005, 30.6, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.2, 0.20000000000000004, 0.2, 0.25, 0.3, 0.3, 0.3, 0.3, 0.25, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.2, 0.20000000000000004, 0.2]",120
Hair_straightener,4,"[76.55, 76.05, 75.46666666666667, 74.88571428571429, 74.13333333333334, 73.60000000000001, 73.10000000000001, 72.64999999999999, 72.11428571428571, 71.51428571428572, 70.96666666666667, 70.54285714285713, 70.06666666666668, 69.61428571428571, 69.15714285714286, 68.78333333333333, 68.44285714285715, 67.98571428571428, 67.45714285714286, 67.10000000000001, 66.75, 66.34285714285714, 65.9, 65.51666666666667, 65.21428571428571, 64.92857142857143, 58.214285714285715, 10.083333333333334, 1.7, 1.7, 1.7, 1.7, 1.7, 0.6285714285714287, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.20000000000000004, 0.2, 0.20000000000000004, 0.2, 0.2, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.20000000000000004, 0.2, 0.20000000000000004, 0.2, 0.2, 0.2, 0.20000000000000004, 0.2, 0.20000000000000004, 258.68333333333334, 393.11428571428576, 30.2, 30.2, 30.2, 30.2, 30.2, 30.2, 30.2, 0.10000000000000002, 0.1, 0.1, 0.10000000000000002, 0.18571428571428572, 0.3, 0.3, 0.3, 701.2333333333335, 49.528571428571425, 36.5, 36.5, 36.5, 36.5, 36.5, 24.400000000000002, 0.2, 0.20000000000000004, 0.2, 0.20000000000000004, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 719.6166666666667, 84.9, 84.9, 70.83333333333333, 0.5, 0.5, 0.5, 0.5, 0.5, 0.37142857142857144, 0.2, 0.20000000000000004, 0.2, 0.2, 0.26666666666666666, 0.3, 0.3, 0.3, 0.3]",120
Hair_straightener,5,"[129.35714285714286, 121.25714285714285, 116.08333333333333, 111.87142857142858, 108.41428571428571, 105.37142857142858, 102.8, 100.81428571428572, 98.71428571428571, 96.84285714285714, 95.23333333333333, 93.87142857142858, 92.41666666666667, 91.35714285714286, 89.78571428571429, 88.78333333333335, 87.8, 86.78571428571429, 85.78333333333335, 84.92857142857143, 84.08571428571429, 83.25714285714285, 82.3, 81.58571428571429, 80.95, 80.04285714285713, 79.3142857142857, 78.73333333333333, 78.02857142857144, 77.5, 76.93333333333334, 76.08571428571429, 75.6, 75.12857142857142, 74.4, 73.86666666666667, 73.11666666666666, 72.75, 72.15714285714286, 71.64999999999999, 71.08571428571429, 70.76666666666667, 70.18333333333334, 69.81428571428572, 69.27142857142857, 68.73333333333333, 68.42857142857143, 68.07142857142857, 67.58333333333333, 67.25, 66.91428571428571, 66.34285714285714, 65.91666666666667, 44.2, 40.7, 40.7, 33.983333333333334, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4, 0.4, 0.28, 0.20000000000000004, 0.2, 0.2, 0.2, 0.2, 0.20000000000000004, 0.2, 0.20000000000000004, 0.2, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.20000000000000004, 0.20000000000000004, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.2, 0.2, 0.20000000000000004, 0.20000000000000004, 0.2, 505.5857142857143, 38.1, 38.1, 38.1, 38.1, 38.1, 38.1, 38.1, 31.766666666666666, 0.10000000000000002, 0.10000000000000002, 0.1, 0.1, 0.10000000000000002, 0.15714285714285717, 0.2, 627.85, 75.7, 75.7, 75.7, 75.7, 75.7, 75.7, 75.7, 75.7, 75.7, 75.7, 0.0, 0.0, 0.0]",120
Slushi_maker,1,"[45.26666666666667, 44.9, 45.1, 45.2, 45.166666666666664, 45.25, 45.150000000000006, 45.25, 45.06666666666666, 45.15, 45.2, 45.0, 45.05, 45.0, 44.9, 45.099999999999994, 44.8, 44.8, 45.0, 44.7, 45.099999999999994, 44.8, 44.93333333333334, 44.900000000000006, 44.9, 45.0, 44.9, 44.900000000000006, 44.95, 44.8, 45.05, 44.86666666666667, 44.75, 44.75, 44.7, 44.9, 44.86666666666667, 44.85, 44.95, 44.7, 44.800000000000004, 44.65, 44.7, 44.85, 44.86666666666667, 44.95, 44.95, 44.8, 44.95, 44.93333333333334, 45.1, 44.9, 44.8, 44.93333333333334, 44.75, 44.849999999999994, 44.8, 44.55, 44.833333333333336, 44.55, 44.849999999999994, 44.75, 44.7, 44.699999999999996, 44.4, 44.7, 44.55, 44.53333333333333, 44.7, 44.4, 44.75, 44.6, 44.55, 44.8, 44.6, 44.8, 44.63333333333333, 44.55, 44.7, 44.55, 44.70000000000001, 44.4, 44.7, 44.7, 44.650000000000006, 44.46666666666667, 44.3, 44.400000000000006, 44.599999999999994, 44.4, 44.599999999999994, 44.4, 44.349999999999994, 44.6, 44.56666666666666, 44.4, 44.6, 44.349999999999994, 44.56666666666666, 44.4, 44.599999999999994, 44.6, 44.5, 44.6, 44.25, 44.6, 44.55, 44.43333333333334, 44.8, 44.4, 44.45, 44.55, 44.53333333333333, 44.7, 44.3, 44.65, 44.8, 44.5, 44.9, 844.45]",120
Slushi_maker,2,"[160.10000000000002, 160.56666666666666, 160.05, 160.75, 160.89999999999998, 160.7, 160.43333333333334, 160.7, 160.3, 160.5, 160.5, 161.1, 160.35, 160.8, 160.2, 160.6, 160.35000000000002, 161.5, 160.5, 161.20000000000002, 161.2, 160.33333333333334, 161.2, 160.25, 160.73333333333335, 160.5, 160.75, 161.75, 160.95, 161.13333333333335, 161.55, 160.3, 160.89999999999998, 161.6, 160.85, 161.25, 161.25, 160.35, 161.33333333333334, 161.14999999999998, 161.3, 161.39999999999998, 161.4333333333333, 161.85000000000002, 162.25, 161.35, 161.23333333333332, 162.3, 162.4, 161.8, 162.7, 161.73333333333332, 161.89999999999998, 161.4, 162.15, 161.45, 83.16666666666667, 43.85, 43.8, 43.75, 43.833333333333336, 43.7, 43.8, 43.75, 43.800000000000004, 43.6, 43.75, 43.8, 43.6, 43.666666666666664, 43.849999999999994, 43.65, 43.8, 43.63333333333333, 43.75, 43.650000000000006, 43.7, 43.650000000000006, 43.666666666666664, 43.5, 43.75, 43.65, 43.53333333333333, 43.5, 43.75, 43.5, 43.6, 43.46666666666667, 43.599999999999994, 43.4, 43.3, 43.53333333333333, 43.55, 43.349999999999994, 43.55, 43.5, 43.56666666666666, 43.55, 43.55, 43.55, 43.75, 43.56666666666666, 43.55, 43.7, 43.650000000000006, 43.63333333333333, 43.6, 43.650000000000006, 43.95, 43.45, 43.800000000000004, 43.5, 43.55, 43.7, 43.6, 43.8, 43.75, 43.75, 43.85, 43.76666666666667]",120
Slushi_maker,3,"[163.60000000000002, 43.6, 43.6, 43.666666666666664, 43.4, 43.55, 43.6, 43.4, 43.4, 43.45, 43.5, 43.6, 43.46666666666667, 43.5, 43.349999999999994, 43.4, 43.5, 43.333333333333336, 43.5, 43.349999999999994, 43.5, 43.46666666666667, 43.599999999999994, 43.55, 43.4, 43.55, 43.333333333333336, 43.35, 43.4, 43.35, 43.46666666666667, 43.3, 43.3, 43.349999999999994, 43.3, 43.26666666666667, 43.3, 43.349999999999994, 43.3, 43.333333333333336, 43.45, 43.400000000000006, 43.55, 43.4, 43.4, 43.4, 43.55, 43.5, 43.5, 43.5, 43.55, 43.4, 43.5, 43.4, 43.7, 43.45, 43.65, 43.666666666666664, 43.45, 43.75, 43.6, 43.8, 43.699999999999996, 43.7, 43.599999999999994, 43.4, 43.73333333333333, 43.6, 43.75, 43.75, 43.55, 43.666666666666664, 43.45, 43.650000000000006, 43.65, 43.666666666666664, 43.8, 43.6, 43.5, 43.7, 43.666666666666664, 43.95, 43.4, 43.75, 43.56666666666666, 43.85, 43.35, 43.150000000000006, 43.650000000000006, 43.5, 43.55, 43.55, 43.349999999999994, 43.56666666666666, 43.65, 43.45, 43.55, 43.5, 43.53333333333333, 43.45, 43.650000000000006, 43.45, 43.5, 43.55, 43.25, 43.35, 43.4, 43.43333333333334, 43.7, 43.3, 43.8, 43.63333333333333, 43.55, 43.7, 43.55, 43.63333333333333, 43.6, 43.900000000000006, 43.900000000000006, 43.45]",120
Slushi_maker,4,"[159.8, 158.93333333333334, 159.95, 158.7, 159.8, 159.75, 159.4, 158.8, 159.0, 160.0, 159.20000000000002, 159.6, 159.5, 159.15, 159.63333333333333, 159.25, 160.45, 159.85, 159.55, 160.3, 159.66666666666666, 160.7, 159.95, 159.95, 161.0, 160.1, 160.4, 160.4, 161.16666666666666, 160.3, 160.95, 160.10000000000002, 160.56666666666666, 160.05, 160.75, 160.89999999999998, 160.7, 160.43333333333334, 160.7, 160.3, 160.5, 160.5, 161.1, 160.35, 160.8, 160.2, 160.6, 160.35000000000002, 161.5, 160.5, 161.20000000000002, 161.2, 160.33333333333334, 161.2, 160.25, 160.73333333333335, 160.5, 160.75, 161.75, 160.95, 161.13333333333335, 161.55, 160.3, 160.89999999999998, 161.6, 160.85, 161.25, 161.25, 160.35, 161.33333333333334, 161.14999999999998, 161.3, 161.39999999999998, 161.4333333333333, 161.85000000000002, 162.25, 161.35, 161.23333333333332, 162.3, 162.4, 161.8, 162.7, 161.73333333333332, 161.89999999999998, 161.4, 162.15, 161.45, 83.16666666666667, 43.85, 43.8, 43.75, 43.833333333333336, 43.7, 43.8, 43.75, 43.800000000000004, 43.6, 43.75, 43.8, 43.6, 43.666666666666664, 43.849999999999994, 43.65, 43.8, 43.63333333333333, 43.75, 43.650000000000006, 43.7, 43.650000000000006, 43.666666666666664, 43.5, 43.75, 43.65, 43.53333333333333, 43.5, 43.75, 43.5, 43.6, 43.46666666666667, 43.599999999999994]",120
Slushi_maker,5,"[43.55, 43.63333333333333, 43.6, 43.900000000000006, 43.900000000000006, 43.45, 43.6, 43.4, 43.7, 43.650000000000006, 43.5, 43.699999999999996, 43.349999999999994, 43.75, 43.7, 43.46666666666667, 43.75, 43.349999999999994, 43.6, 43.45, 43.63333333333333, 43.599999999999994, 43.4, 43.8, 43.56666666666666, 43.55, 43.45, 43.5, 43.6, 43.53333333333333, 43.650000000000006, 43.5, 43.4, 43.56666666666666, 43.150000000000006, 43.650000000000006, 43.7, 43.5, 43.46666666666667, 43.45, 43.7, 43.349999999999994, 43.56666666666666, 43.55, 43.3, 43.45, 43.25, 43.43333333333334, 43.55, 43.25, 43.349999999999994, 43.43333333333334, 43.4, 43.599999999999994, 43.15, 43.46666666666667, 43.35, 43.75, 43.3, 43.5, 43.5, 43.3, 43.55, 43.65, 43.5, 43.53333333333333, 43.2, 345.34999999999997, 225.75, 175.96666666666667, 178.0, 179.1, 181.05, 182.2, 182.63333333333333, 182.89999999999998, 182.35000000000002, 181.55, 180.36666666666667, 178.95, 177.45, 175.25, 173.6, 171.53333333333333, 170.35, 169.65, 168.5, 167.79999999999998, 166.45, 165.89999999999998, 164.95, 164.6, 163.4, 163.4, 163.2, 162.3, 162.66666666666666, 161.75, 161.8, 161.14999999999998, 161.5666666666667, 160.7, 161.6, 160.4, 160.9, 159.9333333333333, 160.2, 160.85000000000002, 159.39999999999998, 159.89999999999998, 158.9333333333333, 159.15, 159.9, 159.8, 158.93333333333334, 159.95, 158.7, 159.8, 159.75, 159.4]",120
Steamer,1,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.3, 4.0, 4.0, 4.0, 841.0, 1678.0, 1676.0, 1673.0, 1670.75, 1667.5, 1667.875, 1667.3076923076924, 1668.8181818181818, 1668.8333333333333, 1673.2222222222222, 1675.0, 1673.0, 1673.0, 1673.0, 1673.0, 1673.0, 1671.0, 1666.5384615384614, 1666.6923076923076, 1664.7692307692307, 1661.2, 1660.4615384615386, 1664.1818181818182, 1358.888888888889, 5.666666666666667, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1003.2727272727273, 1675.2727272727273, 1673.3076923076924, 1671.8, 1671.0, 1671.0, 1671.0, 1670.7142857142858, 1669.5, 1670.0, 1668.1666666666667, 1664.3846153846155, 1664.0, 1660.0, 1663.5, 1664.0, 1664.0, 1663.2, 1664.0, 1664.0, 1664.25, 1664.4583333333335, 1664.6666666666667, 1664.25, 953.1111111111111, 13.666666666666666, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1235.25, 1672.3333333333333, 1671.0, 1670.75, 1671.0, 1669.0, 1669.0, 1668.75, 1668.7777777777778, 1671.6, 1671.0, 1670.25, 1671.0, 1671.0, 1665.25, 1657.142857142857, 1655.6923076923076, 1657.1666666666667, 1660.923076923077, 1662.0, 1660.5714285714287, 1661.6190476190477, 1662.6666666666667, 1662.0, 1664.6666666666667, 136.72727272727272, 3.5, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1052.0, 1677.3333333333333, 1674.6153846153845, 1672.0, 1668.090909090909, 1666.7142857142858, 1667.0, 1666.6666666666667, 1665.4285714285713]",120
